0,2.797583
0,4.0557055
0,5.3190427
0,6.581726
0,7.838211
0,8.089161
0,11.608905
0,11.8590555
0,12.361836
0,12.877767
0,13.129139
0,13.381292
0,14.135027
1,15.338136
0,16.604216
0,16.856546
0,17.110172
0,17.36307
0,17.615257
1,18.831795
0,19.376753
0,20.89349
0,21.907583
0,22.410906
0,22.662205
0,28.226084
0,29.482578
0,29.740133
0,31.755356
0,35.775455
0,36.27859
0,37.28349
0,38.119976
1,38.12058
1,38.5017
0,39.377655
0,39.62951
0,40.132706
1,40.34994
0,40.383842
0,40.63614
0,41.903137
0,43.412724
0,44.670807
0,44.922005
0,45.676044
0,46.684868
0,48.195717
0,48.69831
0,49.706257
0,50.964157
0,52.728313
0,53.986343
0,56.502083
0,57.50796
0,58.706444
0,62.72192
0,63.979076
0,64.48537
0,65.2417
0,65.99516
0,66.246956
0,66.4981
0,68.00883
0,68.26021
0,69.01358
0,69.264366
0,70.01875
0,71.025856
0,71.27652
0,81.47882
0,81.98104
0,82.484825
0,82.73556
0,82.99008
1,84.45424
1,85.01847
0,86.271065
0,87.27584
1,88.20923
0,88.5533
0,89.05974
0,89.5813
1,91.14471
0,93.63149
1,93.63232
1,94.868484
0,94.89132
0,95.142555
1,95.66741
0,96.14708
0,97.15235
1,97.167885
1,98.026794
0,99.69221
0,100.95644
0,101.208496
0,101.712234
0,102.87527
0,104.132454
1,105.38194
0,106.1443
1,107.319176
1,108.501755
1,109.369255
0,110.67105
0,110.92247
0,112.43205
1,113.406334
0,113.94349
0,115.20186
0,117.4631
0,117.96738
0,118.9724
0,119.22439
1,119.703995
1,120.020096
0,122.4954
0,122.74845
0,123.25123
0,125.88721
1,125.88797
1,151.45421
0,151.60536
1,152.30342
0,152.6117
1,152.6213
0,152.86269
0,154.37425
1,154.60413
0,155.63855
0,157.14851
1,157.204
0,157.6519
0,164.19798
0,164.45102
1,164.92168
0,165.70807
0,166.97246
0,167.22339
0,167.47453
0,167.72586
1,168.57114
0,169.23477
0,169.9915
0,170.74593
0,170.9988
0,171.24908
0,171.50117
0,178.26938
0,178.52187
1,180.50414
0,180.53455
0,181.79257
1,183.72012
0,185.06644
0,185.56917
0,186.07222
1,187.17181
0,187.67587
0,188.43193
0,188.93484
0,189.1868
1,189.32208
0,189.94104
1,190.07187
0,190.19193
1,191.56136
0,191.71164
0,192.47835
0,192.73944
0,193.74608
0,193.9969
0,194.75166
1,196.59001
1,196.80429
1,197.51442
0,197.5708
0,197.82253
1,208.45605
0,209.71371
0,210.21645
0,210.72002
0,211.22394
0,213.23737
0,214.49353
1,215.08748
0,215.50156
1,218.93988
0,219.03723
0,221.1978
1,221.19853
1,221.91415
0,222.45552
0,223.2082
0,224.21223
1,224.28998
1,225.08728
0,225.97186
0,226.98236
0,227.23505
0,227.49113
1,243.30838
1,243.57541
0,245.07022
0,245.82509
0,246.07637
1,247.15733
1,248.08963
0,248.34372
0,248.84674
0,249.09868
