0,2.5455763
0,2.8018067
0,4.0700555
0,4.5715685
0,5.0813346
0,6.092393
0,6.5990405
0,6.8529086
0,7.356959
0,8.620208
0,9.890852
0,11.919556
0,12.172144
0,13.1894
0,17.239424
0,17.493418
0,17.999327
0,18.251108
0,19.26686
0,20.023617
0,20.282219
0,20.532764
0,21.541925
0,23.307692
0,25.585508
0,32.6622
0,33.1643
0,34.67641
0,35.68863
0,36.453808
0,39.2312
0,39.48298
0,39.73383
0,41.50943
0,89.34598
0,91.378456
0,93.41006
0,94.66824
0,98.71149
0,98.96664
1,100.23371
0,100.74663
0,100.99958
0,101.25976
0,101.520226
0,101.77343
1,101.79639
0,102.02688
0,103.29337
1,103.313545
0,105.308075
0,105.558876
0,107.59358
0,109.61653
0,111.64787
0,113.92932
0,114.44063
1,154.33989
0,159.64526
1,159.68686
1,161.48409
0,161.6707
1,162.49956
0,163.18817
0,164.96706
1,196.10474
0,197.3692
0,198.88524
0,203.95355
0,204.2059
0,206.75099
0,209.28688
0,210.80426
0,211.05766
0,211.81737
0,212.07083
0,213.08295
0,213.33687
0,215.61047
0,219.15671
0,220.67699
0,221.43729
0,222.19225
0,222.70001
0,222.95218
0,224.22278
0,224.47325
0,226.7441
0,255.32314
0,255.57428
0,256.3342
0,256.58624
0,256.8371
0,258.1006
1,258.7485
0,259.7534
1,260.97055
0,265.07724
0,266.34274
1,266.4036
0,266.5952
3,269.2081,RELROT:10.350616 MEDIST:26.863255 GOALROT:111.456696 GOALDIST:54.530228 OPPROT:111.263916;110.65689; OPPDIST5.0035925;17.760677;
3,270.7107,RELROT:10.350616 MEDIST:26.863255 GOALROT:111.456696 GOALDIST:54.530228 OPPROT:111.263916;110.65689; OPPDIST5.0035925;17.760677;
0,271.67752
3,272.21545,RELROT:10.350616 MEDIST:26.863255 GOALROT:111.456696 GOALDIST:54.530228 OPPROT:111.263916;110.65689; OPPDIST5.0035925;17.760677;
0,273.45667
0,273.70828
3,273.71884,RELROT:10.350616 MEDIST:26.863255 GOALROT:111.456696 GOALDIST:54.530228 OPPROT:111.263916;110.65689; OPPDIST5.0035925;17.760677;
0,274.72647
3,275.22137,RELROT:10.350616 MEDIST:26.863255 GOALROT:111.456696 GOALDIST:54.530228 OPPROT:111.263916;110.65689; OPPDIST5.0035925;17.760677;
0,276.00162
0,277.0089
0,278.2767
0,278.53293
0,281.57892
0,285.87888
0,286.3848
0,288.9198
0,292.2098
0,295.57278
1,295.57312
0,296.84552
0,298.35776
1,299.03802
0,305.25787
1,305.25815
0,305.7615
0,306.0182
0,306.52664
0,308.03943
0,308.29266
0,309.05148
0,309.31107
1,310.30273
0,311.59006
0,312.0959
0,313.0043
1,313.00476
0,313.25583
1,346.92288
0,348.1859
1,348.18628
0,348.4376
1,350.28616
0,350.46976
0,351.23688
1,351.32574
0,353.76987
1,354.2022
0,356.05484
1,356.41998
4,356.48486,RELROT:24.416588 MEDIST:22.011396 GOALROT:100.31064 GOALDIST:32.692844 OPPROT:13.293716;27.195726; OPPDIST19.837982;12.495325;
0,356.81436
0,357.07224
4,357.98605,RELROT:24.416588 MEDIST:22.011396 GOALROT:100.31064 GOALDIST:32.692844 OPPROT:13.293716;27.195726; OPPDIST19.837982;12.495325;
0,358.85522
4,359.48938,RELROT:24.416588 MEDIST:22.011396 GOALROT:100.31064 GOALDIST:32.692844 OPPROT:13.293716;27.195726; OPPDIST19.837982;12.495325;
0,361.64514
0,363.41278
1,388.6451
0,390.1725
0,392.7125
0,393.47232
0,393.72626
1,396.47903
0,396.76746
0,397.01862
0,397.27325
1,398.34995
1,398.73865
0,399.30862
0,400.3227
1,400.60754
1,401.72205
0,401.8399
0,403.10956
0,403.36005
4,403.63333,RELROT:91.1028 MEDIST:33.109814 GOALROT:12.105194 GOALDIST:35.34194 OPPROT:84.56343;61.494766; OPPDIST29.773539;23.030823;
1,404.1685
0,405.13998
4,405.14035,RELROT:91.1028 MEDIST:33.109814 GOALROT:12.105194 GOALDIST:35.34194 OPPROT:84.56343;61.494766; OPPDIST29.773539;23.030823;
0,406.9265
0,408.1928
0,411.7533
0,412.2585
0,414.03677
0,414.289
0,416.82346
0,417.83228
0,418.77426
1,418.77484
0,419.78384
0,420.03494
1,420.58667
2,421.45377
1,458.3793
0,459.63916
0,459.8919
1,460.8363
0,462.9222
0,464.69394
0,465.71072
0,466.72177
0,466.97723
1,467.81097
0,469.00348
0,469.5091
0,471.12402
1,471.12442
0,471.89056
0,472.1456
3,472.32248,RELROT:6.3752594 MEDIST:9.34089 GOALROT:67.28586 GOALDIST:54.40853 OPPROT:67.498505;64.49368; OPPDIST4.969977;17.120914;
0,472.39728
0,472.65143
0,472.9027
0,473.66232
1,473.684
3,473.82593,RELROT:6.3752594 MEDIST:9.34089 GOALROT:67.28586 GOALDIST:54.40853 OPPROT:67.498505;64.49368; OPPDIST4.969977;17.120914;
0,474.89285
0,475.39673
0,476.1553
0,476.66266
0,476.91705
0,477.16782
0,481.21246
0,481.97256
0,482.4778
0,483.2377
